本日,本日,收盘价,成交量,流通市值,收盘价,成交金额
2178.5,515.3,5.51,32094068,15355798128,2747.2285,148193039979
2178.3,514.8,5.38,31368298,14993501621,2733.8819,132993668188
2178.3,514.8,5.56,46027825,15495142939,2759.126,131016165049
2175.7,514.8,5.43,22850241,15132846431,2786.8878,161668028589
2174.6,515.6,5.47,36337515,15244322280,2775.557,147562760015
2174.6,513.2,5.58,33245012,15550880863,2847.4181,135652377932
2175.2,512.8,5.44,43178240,15160715393,2786.8966,129687431362
2175.2,511.8,5.47,35539704,15244322280,2813.1775,142413494358
2177.4,512.8,5.66,68913912,15773832560,2844.5081,138447246776
2179.7,510.3,5.95,40640882,16582032461,2859.3364,132350471587
2181.4,510.1,6.26,56103071,17445970287,2889.7603,127161473942
2181.4,508.6,6.18,63853903,17223018590,2875.8099,159713161813
2180,509,6.34,61996721,17668921984,2915.7314,153334278122
2178.9,518,6.02,91172303,16777115196,2907.8221,241203641069
2178.9,517.9,6.54,67149384,18226301227,3021.9008,162196016422
2175.2,518.3,6.52,63073410,18170563302,3044.1597,147588826970
2172.3,518.3,6.28,68130324,17501708211,3049.7965,155935263092
2169.9,517.6,6.18,42290790,17223018590,3079.8018,154469092280
2169.5,517.6,6.12,59795670,17055804817,3052.7831,143037323838
2167.5,516.9,5.99,50203839,16693508310,3067.1478,161178782867
2166.4,514.8,6.07,97557968,16916460007,3109.4988,167174304078
2165,510.8,5.76,47437658,16052522181,3115.1803,162879956680
2161.7,509,5.61,26659221,15634487749,3114.2055,164806307516
2167.4,509,5.63,37538633,15690225674,3091.1909,154671613292
2169.7,508.8,5.55,59176455,15467273977,3075.1372,166548881781
2169.9,508.1,5.46,32496281,15216453318,3095.4737,185199037044
2170.2,509.8,5.38,43539109,14993501621,3041.4434,191995196670
2188.8,507.6,5.65,72092584,15745963598,3120.4605,177826106449
2194.3,508.2,5.27,31082896,14686943037,3135.0821,168191258410
2211.4,508.4,5.43,18529214,15132846431,3141.3032,166554049935
2214.3,507.7,5.43,20088106,15132846431,3154.6506,160658185502
2221.4,510.4,5.49,39009495,15300060204,3168.9642,199358101015
2239.2,513.8,5.69,24707190,15857439446,3214.3497,185721667752
2241.4,516.2,5.75,31130353,16024653219,3213.8404,202663464515
2251.8,517.8,5.73,23793570,15968915295,3193.3034,168038057477
2252.7,518.9,5.72,26346349,15941046333,3154.2825,150598842185
2252.7,516.8,5.7,33666511,15885308408,3169.5652,174590979834
2253.5,517.3,5.81,40907454,16191866992,3192.1183,162990790010
2256.6,514.3,5.87,31268735,16359080764,3174.032,172410691054
2256.6,512.5,5.94,48367881,16554163499,3163.2632,167364290366
2260.8,514.2,5.81,34470106,16191866992,3174.4127,165440363878
2260.8,514.1,5.8,52773499,16163998030,3159.1502,153456426216
2258.9,512.6,6,35644829,16721377272,3161.4976,189011647380
2255.1,512.1,6.03,39765922,16804984158,3136.6448,178243870003
2257,514.2,5.96,36798473,16609901424,3091.0334,148436363354
2244.7,513.6,6,66703611,16721377272,3100.8586,173444959149
2204.9,507.1,5.97,52322953,16637770386,3081.1773,168246153004
2200.1,508.8,5.72,62887868,15941046333,3082.2316,179520260002
2200.1,510.6,5.92,42700907,16498425575,3075.0301,163783774602
2198.2,510.6,6.12,37955536,17055804817,3117.9739,161298141662
2193.7,512.4,6.17,75547863,17195149628,3128.9271,195545006122
2187.6,503.2,5.91,35359771,16470556613,3068.012,157854795102
2143.2,505.6,5.92,43044227,16498425575,3071.5425,185139069148
2143.2,497.6,6.14,65761652,17111542742,3117.376,196198984683
2143.2,493.6,5.91,59310742,16470556613,3091.3987,202238969970
2140.4,492.5,5.75,32753449,16024653219,3066.7967,185428029255
2140.4,492.2,5.81,51526075,16191866992,3110.6489,192233349250
2141.8,492.2,6.07,34890760,16916460007,3159.0521,163651750640
2139.9,496.4,6.02,32299427,16777115196,3180.1583,185040054563
2136.8,497.2,6.03,59676185,16804984158,3208.0818,211420423991
2136.8,493.5,6.13,63666194,17083673780,3190.3216,206087413147
2136.8,493.3,5.84,48805556,16275473878,3138.2936,177236920079
2159,498.4,5.69,45587023,15857439446,3131.1114,193492824191
2155.6,500.1,5.75,50333298,16024653219,3136.6332,189692715179
2155.6,498.3,5.98,58091289,16665639348,3163.179,226253566388
2157.4,496.3,5.94,45552234,16554163499,3168.8966,196006696915
2160.5,496.5,5.92,83777406,16498425575,3160.5306,210920223319
2177.2,497.9,5.58,42120785,15550880863,3122.2895,208617851698
2180.9,497.1,5.62,52530990,15662356711,3166.6488,227085087304
2215.7,495.1,5.47,73845696,15244322280,3133.7218,215910259058
2309.5,508.3,5.55,95459249,15467273977,3152.7608,293405066032
2325.2,507.3,6.17,36902961,17195149628,3263.4803,184471728778
2335.7,507.3,6.31,49113378,17585315098,3280.9521,208617686675
2350.3,511.4,6.49,43181555,18086956416,3290.6399,166979881361
2364.8,522.1,6.49,72559109,18086956416,3279.2517,169772206991
2375.9,522.7,6.88,50138756,19173845939,3269.8821,167761534889
2375.9,525.1,7.08,53401175,19731225181,3291.112,179516618063
2380.1,522,7.14,88825686,19898438954,3291.3819,183457630435
2394,523.5,6.87,47039533,19145976976,3310.2389,202375116954
2397.6,527.3,6.91,61026037,19257452825,3326.6992,247894176208
2405.2,537.2,6.78,85017000,18895156317,3307.1656,202349181916
2405.2,543.3,6.95,61160829,19368928673,3288.4055,175895391217
2398.8,543.7,7.02,68181725,19564011408,3271.6683,193489335358
2398.8,545,7.3,84812509,20344342348,3289.6419,224381789482
2334.7,551.7,7.01,90473656,19536142446,3256.9263,174148634504
2331.5,552.1,7.28,91502388,20288604423,3254.5283,178602991865
2331.5,552.1,7.78,74297508,21682052529,3273.7549,185277781989
2331.5,553.8,7.83,70857344,21821397340,3259.408,180233815226
2317.4,555.5,7.72,74074171,21514838757,3292.0679,204394381464
2317.4,550.7,8.01,90133044,22323038658,3329.5737,213333034890
2309.7,544.6,7.89,82502889,21988611113,3289.0241,159502514787
2309.7,543.6,7.72,74562788,21514838757,3268.5589,157303882451
2309.7,543.6,7.54,75346284,21013197439,3199.1589,114552202959
2309.7,543.6,7.18,65417987,20009914802,3184.9587,172045207006
2309.7,543.6,7.16,56687567,19954176878,3154.1254,171003182230
2309.7,541.7,6.97,110699709,19424666598,3129.8508,272095086839
2309.7,541.7,7.59,101649335,21152542249,3262.0504,222348685287
2309.7,540.2,7.72,123881079,21514838757,3309.2598,295264429885
2306.6,540.2,7.93,110363101,22100086961,3370.652,318818541762
2306.6,536.4,8.58,143034970,23911569499,3487.497,252198769276
2306.6,533.4,8.24,149653618,22964024787,3462.0808,236278755619
2306.6,529.7,7.94,195029883,22127955923,3446.9799,292882256282
2306.6,531.8,7.55,95802760,21041066401,3480.8334,242657958628
2306.6,531.2,7.45,157947955,20762376779,3488.009,224681692538
2297.1,532.2,8.01,134639780,22323038658,3523.0007,285417004440
2291,532.6,7.53,74856575,20985328476,3558.1288,258149514607
2288.2,532.5,7.36,78278329,20511556120,3548.307,287989534956
2288.2,532.3,7.52,63872593,20957459514,3559.4653,307629217063
2286.5,537,7.65,83022063,21319756022,3546.5048,282091889346
2283.4,535.2,7.54,103012169,21013197439,3501.3622,261295714088
2283.4,534.6,7.09,91731426,19759094143,3487.864,294189072369
2283.4,532.8,6.91,73593900,19257452825,3474.754,267692640536
2290.3,534.5,6.67,83838498,18588597734,3444.6713,316532678889
2291.8,536.3,6.53,56603132,18198432264,3436.594,266578815169
2324.2,536.3,6.46,77567592,18003349530,3410.4882,286362732919
2374.6,538.6,6.99,87075287,19480404522,3428.9407,215961455748
2374.6,535.9,7.14,70705812,19898438954,3425.3449,218414134129
2377.4,517.9,7.49,108476563,20873852628,3421.8343,254515441261
2376.9,515.8,7.16,74737266,19954176878,3413.8996,238249975070
2389.6,514,7.14,101956448,19898438954,3409.4795,286213219094
2380.4,511.6,6.75,56887537,18811549431,3391.7501,248187840542
2380.4,511.1,6.85,78346537,19090239052,3385.7102,243090768694
2362.1,510.4,6.8,81869587,18950894242,3369.1084,258366523235
2355.6,501.8,6.92,80033760,19285321787,3348.3259,227788461113
2346.9,500.8,6.58,46250103,18337777075,3307.1721,170356755129
2354.1,496.7,6.58,72033603,18337777075,3296.3847,208019859614
2362.5,496.7,6.4,64180547,17836135757,3275.7828,198264675156
2338.7,498,6.48,65405380,18059087454,3306.1246,174679263836
2338.7,499.1,6.19,51578950,17250887552,3280.461,177293589884
2331.2,498.1,6.42,93525853,17891873681,3297.063,152099443907
2230.4,498.1,6.22,71792403,17334494439,3300.0593,173740095582
2230.4,498.1,5.9,62543206,16442687651,3287.6057,167961847923
2218.5,498.1,6.11,43144698,17027935855,3296.5384,150786582711
2209.9,490.8,6.2,66298842,17278756514,3267.9224,149738224054
2183.5,488.4,6.17,93405078,17195149628,3266.1371,161877917411
2094.6,489.4,6.55,56261710,18254170189,3292.4385,151346087724
2094.6,484.1,6.7,52095853,18672204620,3303.0373,145295312041
2094.6,484.1,6.65,69102053,18532859810,3280.8136,160978615176
2094.6,483.2,6.63,57932984,18477121886,3322.1956,172986431447
2092.8,481.9,6.68,106258055,18616466696,3289.9924,165761649765
2092.8,485.5,6.44,57009683,17947611605,3272.0542,161764588906
2092.8,489.4,6.73,91977456,18755811507,3293.9648,179174378912
2090.7,491.1,6.99,69074872,19480404522,3303.6751,243489600070
2071.9,480.5,7.2,73501452,20065652726,3309.6183,185025359645
1951.5,478.8,7.51,62784440,20929590552,3317.6174,177490257973
1951.5,475.6,7.5,96516565,20901721590,3317.1884,192076785070
1950.9,472.4,7.58,135710541,21124673287,3337.862,217769438092
1949,473.1,7.23,112022794,20149259613,3333.657,167062933356
1949,471.1,6.59,85250188,18365646037,3322.2298,205803398548
1946.2,469,6.38,50642117,17780397833,3353.8207,207623884889
1939.8,465.9,6.28,62010502,17501708211,3351.9182,270469023976
1939.8,465.9,6.5,83020795,18114825378,3430.4643,273674733427
1939.8,456.9,6.32,67242159,17613184060,3410.4977,265303849860
1939.8,456.7,6.48,62646755,18059087454,3392.3988,228308136762
1872.9,465.7,6.39,91425376,17808266795,3382.9075,313750356072
1872.9,465.7,6.82,76397269,19006632166,3399.2503,220862462954
1872.9,470.4,6.61,65909296,18421383961,3402.5245,239734189059
1872.9,468.9,6.78,107726289,18895156317,3429.5482,267435423302
1872.9,467.2,6.49,105632723,18086956416,3447.8358,266738129757
1872.9,467.9,6.16,67241223,17167280666,3432.6731,255772109999
1872.9,467.9,6.15,83096848,17139411704,3427.7946,205433672251
1870.2,466.4,6.07,89820269,16916460007,3415.4602,242025594078
1870.2,466.8,5.91,125158100,16470556613,3413.5748,242595949401
1870.2,463.6,5.5,93951905,15327929166,3388.1742,204311225533
1869,463.8,5.1,58565316,14213170681,3371.7441,207437946243
1869,462.9,5.35,48457189,14909894734,3383.3095,210014970657
1869,461.9,5.44,48924464,15160715393,3395.9125,231978378197
1862.6,461.9,5.54,35238710,15439405015,3393.3417,199929584473
1860.9,466.6,5.5,51091413,15327929166,3390.3371,257776652854
1798.5,469.1,5.87,46737705,16359080764,3416.8124,212377187976
1798.5,471.3,6.1,49303978,17000066893,3407.5671,238596126822
1798.5,471.3,6.11,34768986,17027935855,3396.8975,160060696668
1796.4,472.2,6.17,29985122,17195149628,3388.2477,178552878856
1796.4,470.7,6.18,25256486,17223018590,3380.699,164369441821
1773.5,468.9,6.28,33448875,17501708211,3378.6481,155065093862
1773.5,472.9,6.08,35715563,16944328969,3370.1721,187921292310
1773.5,474.7,6.12,44903256,17055804817,3381.7937,194298766689
1772.2,474.7,6.36,42205313,17724659908,3372.0407,162910828164
1772.2,477.5,6.54,62827387,18226301227,3378.4704,221650689763
1772.2,476.4,6.45,75506624,17975480567,3390.5233,181118458173
1754,482.6,6.38,67897714,17780397833,3386.1,201667864058
1751.5,484.1,6.07,48641033,16916460007,3388.2838,231154505949
1750.6,489.6,6.11,74060410,17027935855,3382.9879,231148615058
1750.6,489.8,6.43,56085571,17919742643,3374.3781,227440593874
1750.6,491.4,6.3,45920006,17557446136,3348.9431,175892822952
1750.6,495.6,6.24,53520706,17390232363,3339.6421,181955627406
1750.9,499.2,6.4,104984865,17836135757,3345.2717,168981337689
1750.9,503.2,5.99,51721698,16693508310,3343.5826,159039634038
1750.9,513.8,5.85,46164965,16303342840,3341.5487,202401690547
1769.2,527.3,6,94227265,16721377272,3352.5294,206583469029
1766.7,540.2,6.15,80244661,17139411704,3357.8123,231946124431
1766.7,542.6,6.24,112231952,17390232363,3365.9959,225839069303
1774.6,544.4,5.93,70878732,16526294537,3356.8446,220728730019
1774.6,545.5,5.99,109135222,16693508310,3362.8587,227938635395
1781.3,554.1,6.12,152665397,17055804817,3353.6192,252910687798
1781.3,557.8,6.79,100292864,18923025280,3371.4256,256744421274
1781.3,559.6,7.15,133006657,19926307916,3384.147,230733408867
1776.2,559.8,6.77,108146685,18867287355,3379.488,325024951982
1776.2,557.3,6.89,81751442,19201714901,3376.4188,256888810547
1776.2,564.1,6.77,91396211,18867287355,3365.2426,235160227356
1776.2,566.1,6.95,79158685,19368928673,3365.4974,264037023512
1776.2,568.3,7.28,104134322,20288604423,3385.3888,262034653491
1775.7,568.2,6.86,93790009,19118108014,3384.317,245596608276
1775.7,571.3,6.98,109227452,19452535560,3379.583,296348432251
1775.7,563.8,6.96,137554318,19396797636,3367.1194,313722092738
1775.7,557.5,6.68,138942795,18616466696,3360.8103,269133107793
1775.7,560.9,6.17,163294741,17195149628,3363.6266,279640796622
1775.7,567.5,5.61,76280838,15634487749,3365.2261,268916094847
1775.7,570.3,5.56,62810463,15495142939,3362.6514,305319883095
1775.7,570.3,5.45,83788794,15188584355,3331.5221,227141029378
1775.7,568.7,5.16,36326314,14380384454,3271.5117,186245056566
1767.3,576.3,5.23,56891141,14575467189,3287.7049,204330421446
1760.8,575.5,5.59,55300282,15578749825,3290.2257,222927491486
1760.8,571.4,5.72,104521317,15941046333,3286.9055,209718592884
1760.8,560.1,5.23,39484810,14575467189,3268.7243,218437740745
1760.8,553.1,5.3,67001553,14770549924,3268.4298,228376944210
1760.8,549.2,5.16,45922888,14380384454,3246.4512,200832533704
1754.4,552.2,5.16,51647952,14380384454,3251.2617,204595858616
1725.7,553.9,5.2,67735911,14491860302,3237.3602,209096078748
1725.7,558.2,5.08,78383727,14157432757,3208.5413,266998262380
1725.7,556.9,5.64,56696943,15718094636,3261.7494,251854039692
1724.3,554.1,5.87,103750877,16359080764,3275.573,237815125492
1724.3,557.1,5.73,91990259,15968915295,3281.8728,255770184456
1724.3,545.3,5.88,112512753,16386949727,3279.4566,231874371766
1724.3,539.5,5.51,103879885,15355798128,3262.0809,285634760381
1724.3,537.8,5.71,105370071,15913177371,3272.9286,243549542715
1722.9,540.6,5.26,77101749,14659074075,3285.0568,279352341794
1722.9,537.7,5.02,80422963,13990218984,3292.6383,256419942206
1722.9,519.4,4.96,137080212,13823005212,3273.0283,253525920802
1722.9,519.4,4.53,59079416,12624639840,3253.2404,198428584091
1718.4,520.4,4.42,87649460,12318081257,3249.7814,242572081460
1718.4,521.4,4.63,66762587,12903329462,3247.6748,228460518517
1722.8,521.4,4.59,95847917,12791853613,3243.6894,213405498975
1722.8,518.6,4.67,91018439,13014805310,3250.5989,250631194263
1722.8,520.4,4.81,121378412,13404970780,3237.9817,221956909910
1722.8,520.9,4.74,94064141,13209888045,3244.8647,245825421933
1718.4,518.2,4.86,131407757,13544315590,3230.9762,269771019587
1718.9,505.6,4.53,90189859,12624639840,3187.5672,196452361519
1718.9,502.3,4.23,90921050,11788570977,3176.4648,274653250098
1720.1,503.5,4.17,43669286,11621357204,3222.4168,174312138191
1720.1,503.1,4.19,105306008,11677095128,3218.1632,210820896339
1720.1,503.1,3.96,51449434,11036109000,3197.5439,201799622184
1720.1,501.1,3.98,69695222,11091846924,3203.0375,205493366275
1717.2,498.2,4.04,86441047,11259060697,3212.6319,222828311758
1709.8,498.2,3.97,50536452,11063977962,3217.9567,201938313218
1709.8,494.1,3.86,55016146,10757419378,3212.444,202209616966
1694.1,494.1,3.81,45518799,10618074568,3207.1342,173554012075
1697.9,495.8,3.78,43503141,10534467681,3182.8039,161454562393
1688.7,490,3.87,87482214,10785288340,3195.9116,156575784396
1637.1,491.7,3.65,35239733,10172171174,3192.4269,143195603458
1637.1,481.6,3.68,40976679,10255778060,3188.0625,147249798104
1596.9,474.3,3.64,92284678,10144302212,3173.2014,162081099741
1592.4,468.4,3.59,80627268,10004957401,3191.1969,167523800312
1592.4,467.4,3.48,42000510,9698398818,3185.4439,200419302226
1592.4,467.4,3.4,28640545,9475447121,3157.873,175568524171
1584.9,467.7,3.37,30685200,9391840234,3147.4532,220438439512
1570,467.9,3.45,37222302,9614791931,3156.2118,167048215951
1570,467.9,3.44,58386454,9586922969,3140.0136,162498014580
1569,464.9,3.38,40275452,9419709197,3144.3739,151741797886
1549,464.9,3.29,20589099,9168888537,3123.1662,149215477636
1549,463.9,3.33,23280545,9280364386,3132.4863,171124529384
1549,463.9,3.3,25505745,9196757500,3130.674,160641229612
1549,466.1,3.28,19601186,9141019575,3153.7429,148457870014
1545.8,466.1,3.23,21722860,9001674765,3139.8766,170223276943
1548.2,467.1,3.29,26544177,9168888537,3158.4004,181584884790
1548.2,468.9,3.31,23287174,9224626462,3150.3336,178894298541
1548.2,478.6,3.31,30734696,9224626462,3140.3249,194287945514
1548.2,478.6,3.24,19995624,9029543727,3102.126,127804624246
1547.6,480,3.23,17764777,9001674765,3091.6561,143429802002
1547.6,480.3,3.24,36920954,9029543727,3105.54,154454347995
1547.6,486,3.21,26811795,8945936841,3102.6232,180782624777
1547.6,492.5,3.29,20640358,9168888537,3117.1778,177913309936
1547.6,496,3.32,41303683,9252495424,3110.0587,171327384644
1547.6,497.8,3.34,47172833,9308233348,3107.8311,201910125032
1547.6,504.3,3.19,32489387,8890198916,3064.0759,152669201599
1547.6,508.5,3.22,29440073,8973805803,3061.947,195073653676
1547.6,500.7,3.32,62811462,9252495424,3075.6756,170340982650
1547.6,495.7,3.27,26838120,9113150613,3090.6309,150164226218
1547.6,497.7,3.22,40359092,8973805803,3090.139,168149514123
1552.2,492,3.19,27157344,8890198916,3104.4415,194560594100
1553.3,492,3.15,27367843,8778723068,3112.9642,193292104557
1569.1,492,3.08,14270844,8583640333,3090.2289,158269607703
1579.9,490.4,3.06,19224868,8527902409,3083.5132,175107245752
1596.5,497.2,3.06,36956524,8527902409,3061.5003,197604070142
1596.5,494.4,3.12,23227067,8695116181,3052.785,181624151692
1596.5,495.9,3.23,24352740,9001674765,3080.5269,152795901608
1603.5,496.1,3.25,27811083,9057412689,3078.6129,198171689423
1615.1,505.9,3.24,30019869,9029543727,3103.0378,200273908170
1615.1,525.6,3.31,35561595,9224626462,3127.3687,200170851568
1615.1,529.3,3.37,28187383,9391840234,3135.346,190236600690
1611.7,521.4,3.41,34803636,9503316083,3143.7121,176389916688
1611.4,515.7,3.4,51081388,9475447121,3154.6584,183195769806
1611.4,505.4,3.27,33937262,9113150613,3152.1869,235748319355
1611.4,503.2,3.25,27340805,9057412689,3140.8471,197112873017
1613.5,501.9,3.29,24104014,9168888537,3134.5674,174129249619
1626.8,508,3.3,25646704,9196757500,3129.5312,197845253573
1628.1,497.6,3.39,39323626,9447578159,3173.1512,184131440700
1628.1,503.9,3.31,27060948,9224626462,3172.1003,220098232749
1629.9,516,3.29,39654740,9168888537,3170.6867,225806056521
1631.8,532.6,3.39,43604147,9447578159,3196.7133,211866767668
1658.6,554.2,3.49,40134305,9726267780,3222.1673,227214681389
1658.6,562,3.58,24354706,9977088439,3246.0668,224106679468
1662.4,575.2,3.6,24254256,10032826363,3275.9603,223287214710
1677.4,595.5,3.59,43288742,10004957401,3273.8301,311505523795
1677.4,608.8,3.69,39174999,10283647022,3288.9657,326622406900
1677.9,622.8,3.71,40726104,10339384947,3269.3926,279415195386
1694.7,631.1,3.73,44488704,10395122871,3286.616,266738322876
1696,637.9,3.81,34186209,10618074568,3281.0047,262335587585
1696,633.8,3.84,36254482,10701681454,3270.3054,273201155674
1715.3,639,3.72,33073709,10367253909,3222.5142,214036159962
1715.8,643.8,3.78,33857569,10534467681,3210.2369,265694871643
1715.8,642.3,3.82,41847369,10645943530,3241.3144,245371852620
1719,653.7,3.77,26393667,10506598719,3252.9479,203452481772
1730.7,663.8,3.73,34241062,10395122871,3266.9552,249185540341
1730.7,665.5,3.79,44102982,10562336644,3269.4451,267094164316
1730.7,669.4,3.77,41565983,10506598719,3248.5495,258246691000
1732.6,678.2,3.74,69400944,10422991833,3245.2198,244545459041
1732.6,683.7,3.88,55993985,10813157303,3261.6108,219121269782
1730.1,685.1,3.98,47691915,11091846924,3250.8082,213951759502
1719.6,686.4,4.06,63534401,11314798621,3237.4471,262184046475
1723.4,687.4,4.23,40936633,11788570977,3268.9354,244508344465
1723.4,678.9,4.25,35242482,11844308901,3241.7597,185727250364
1726.4,677.5,4.2,40727873,11704964090,3239.3278,191535126691
1728.2,674.4,4.13,37547472,11509881356,3237.0244,206919741904
1733.2,674.9,4.1,48524267,11426274469,3212.7601,173663170235
1733.2,680.9,4.06,36047988,11314798621,3216.7457,199217646811
1733.8,680.9,4.02,29406207,11203322772,3240.6646,198225782571
1734.9,685.9,4,49666656,11147584848,3242.4063,209931208364
1734.9,692.3,4.11,28841419,11454143431,3233.8657,193769172396
1748.1,695.8,4.04,63668701,11259060697,3218.3118,192707923011
1753.8,695.8,4.19,30574002,11677095128,3230.0281,223043958766
1756.2,690.8,4.24,34039653,11816439939,3246.9335,225940967942
1756.2,692.3,4.24,34009967,11816439939,3241.7331,186019288810
1760.2,687,4.24,48008780,11816439939,3228.6602,211395715856
1755.8,695.5,4.4,36715859,12262343333,3253.4327,213839036867
1753.2,698.7,4.49,49750670,12513163992,3251.375,236822582276
1753.2,701.1,4.57,45902204,12736115689,3261.2184,234815325824
1753.2,690.7,4.5,53511528,12541032954,3253.3257,233551176050
1753.2,668.6,4.4,72499634,12262343333,3239.9613,250276131814
1731.7,666.1,4.24,45062749,11816439939,3202.0756,248572751592
1733.6,666.5,4.36,67706291,12150867484,3229.6184,226587611994
1707.2,666.8,4.4,50480730,12262343333,3212.9857,257965244460
1705.3,666.1,4.46,52009058,12429557106,3217.928,204253821854
1705.3,641.2,4.24,61226319,11816439939,3216.8394,236158766820
1705.3,634.5,4.19,72481967,11677095128,3196.699,245772163920
1705.3,631.8,3.99,66331714,11119715886,3183.1794,209723158641
1705.3,627.5,3.85,50273515,10729550416,3166.9818,170854126256
1705.3,621,3.89,27147351,10841026265,3153.0878,152559086118
1705.3,623.8,3.91,35080656,10896764189,3156.9838,150067694721
1701.8,629.6,3.94,39662144,10980371075,3140.17,108023659889
1701.8,629.6,4.01,24918559,11175453810,3159.166,125013193942
1701.8,629.6,3.91,26734100,10896764189,3149.5547,126765829992
1701.8,623.1,3.91,49101662,10896764189,3142.5533,134553852177
1701.8,624.1,3.87,45685100,10785288340,3136.7748,148145735877
1701.8,625.9,3.83,47375417,10673812492,3123.1389,141471811351
1701.8,628.5,3.82,74634193,10645943530,3101.2992,139280461467
1701.8,630.5,3.97,137328472,11063977962,3113.0123,144546719278
1701.8,628.3,3.62,35926847,10088564287,3108.7746,154757554735
1701.8,613.7,3.52,35966318,9809874666,3103.428,262826041801
1701.8,611.7,3.54,26762192,9865612590,3112.7644,174438553999
1701.8,598,3.56,44462336,9921350515,3119.2886,161922296472
1701.8,585,3.65,85173953,10172171174,3136.7535,189186459362
1701.8,574.4,3.64,77423124,10144302212,3161.6713,194963216580
1701.8,574.6,3.54,43762807,9865612590,3171.2362,192110579318
1696.8,575,3.46,58101062,9642660894,3154.321,207296038444
1711.6,571,3.42,29698034,9531185045,3165.4109,199692026733
1711.6,573.1,3.41,32438911,9503316083,3158.794,195914292648
1713.3,573.9,3.36,22578942,9363971272,3135.9208,159887139472
